ID Cliente	Zona	Pa√≠	Tipo de producto	Canal de venta	Prioridad	Fecha pedido	ID Pedido	Fecha env√≠	Unidades	Precio Unitario	Coste unitario	Importe venta total	Importe Coste total
C1401	Europa	Slovakia	Ropa	Offline	Cr√≠tic	44607	998791825	44624	8621	255,28	35,84	235061,28	77091,84
C1402	Asia	Laos	Verduras	Online	Media	44268	998791825	44280	4822	9,33	90,93	865200,96	510662,88
C1403	Australia y Ocean√≠	Nauru	Frutas	Offline	Alta	44387	998791825	44411	4622	421,89	6,92	24920,43	18483,32
C1404	¡frica	Benin	Snacks	Offline	Media	44674	998791825	44704	1308	668,27	97,44	387248,04	247302,72
C1405	Centroam√©rica y Carib	Guatemala	Snacks	Offline	Alta	44470	998791825	44513	5197	9,33	97,44	224902,92	143626,56
C1406	Centroam√©rica y Carib	Belize	Dom√©stic	Offline	Cr√≠tic	44302	998791825	44345	8637	205,7	502,54	5189116,55	3902223,1
C1407	¡frica	Tunisia 	Snacks	Offline	Baja	44323	998791825	44367	1008	81,73	97,44	1026405,66	655478,88
C1408	¡frica	Republic of the Congo	Cuidado personal	Online	Baja	44834	998791825	44861	3723	154,06	56,67	466596,57	323529,03
C1409	Australia y Ocean√≠	Kiribati	Frutas	Offline	Media	44717	998791825	44726	5222	81,73	6,92	84819,03	62909,72
C141	Asia	Mongolia	Cosm√©tico	Online	Baja	44362	212019670	44402	290	437,2	263,33	126788	76365,7
C1410	Europa	Albania	Bebida	Online	Media	44042	998791825	44063	5979	47,45	31,79	155873,25	104430,15
C1411	Australia y Ocean√≠	Palau	Bebida	Offline	Baja	44594	998791825	44627	3501	154,06	31,79	82183,4	55060,28
C1412	¡frica	Angola	Alimento infantil	Offline	Baja	44130	998791825	44156	7321	205,7	159,42	2529058,96	1579373,94
C1413	¡frica	Swaziland	Frutas	Online	Alta	44205	998791825	44228	4009	9,33	6,92	2929,62	2172,88
C1414	Centroam√©rica y Carib	Barbados	C√°rnico	Online	Media	44434	998791825	44440	2163	47,45	364,69	3159534,21	2731163,41
C1415	Europa	Sweden	Dom√©stic	Offline	Cr√≠tic	44058	998791825	44107	7411	47,45	502,54	2004810	1507620
C1416	¡frica	Zambia	Frutas	Online	Media	44551	998791825	44588	7417	9,33	6,92	4151,85	3079,4
C1417	¡frica	Sierra Leone	Cereales	Online	Media	43881	998791825	43924	6871	651,21	117,11	93593,5	53285,05
C1418	¡frica	Sierra Leone	Cuidado personal	Offline	Media	44338	998791825	44343	2498	651,21	56,67	465043,7	322452,3
C1419	Europa	Andorra	Verduras	Offline	Baja	44705	998791825	44755	8053	109,28	90,93	900172,58	531303,99
C142	Asia	Vietnam	Cereales	Online	Cr√≠tic	44543	212511909	44570	2687	205,7	117,11	552715,9	314674,57
C1420	¡frica	Seychelles 	Cuidado personal	Online	Cr√≠tic	43913	998791825	43927	9321	47,45	56,67	215522,01	149438,79
C1421	Europa	Andorra	Bebida	Online	Cr√≠tic	44691	998791825	44718	9121	154,06	31,79	229041,15	153450,33
C1422	Centroam√©rica y Carib	Costa Rica	Verduras	Online	Cr√≠tic	44698	998791825	44725	2300	81,73	90,93	492992	290976
C1423	¡frica	Burundi	Cereales	Online	Baja	44349	998791825	44393	738	152,58	117,11	1146160,4	652536,92
C1424	Australia y Ocean√≠	Fiji	Frutas	Online	Media	44204	998791825	44222	8347	154,06	6,92	16728,69	12407,56
C1425	Norteam√©ric	Canada	Bebida	Online	Baja	44449	998791825	44481	6070	9,33	31,79	414855,35	277939,97
C1426	Asia	Philippines	Bebida	Offline	Baja	44374	998791825	44402	6879	668,27	31,79	252955,95	169472,49
C1427	Asia	Turkmenistan	Frutas	Online	Alta	43936	998791825	43974	779	421,89	6,92	69993,66	51913,84
C1428	Europa	Ukraine	Material de oficina	Online	Media	44283	998791825	44289	9807	152,58	524,96	2102105,88	1694570,88
C1429	Asia	Indonesia	Material de oficina	Online	Alta	44102	998791825	44119	3031	154,06	524,96	4893191,94	3944549,44
C143	Europa	United Kingdom	Cereales	Online	Baja	44011	214642655	44039	842	205,7	117,11	173199,4	98606,62
C1430	¡frica	Sao Tome and Principe	Ropa	Online	Baja	44311	998791825	44327	1548	152,58	35,84	808344,16	265108,48
C1431	Asia	Indonesia	Bebida	Online	Alta	44412	998791825	44452	3489	255,28	31,79	329492,8	220749,76
C1432	Asia	India	Verduras	Online	Media	44053	998791825	44088	9014	421,89	90,93	347097,18	204865,29
C1433	¡frica	Israel	Cuidado personal	Offline	Cr√≠tic	44595	998791825	44634	5317	109,28	56,67	527485,42	365748,18
C1434	¡frica	Qatar	Snacks	Offline	Cr√≠tic	44411	998791825	44411	1620	154,06	97,44	718499,22	458844,96
C1435	¡frica	Liberia	Verduras	Offline	Media	44636	998791825	44644	4179	421,89	90,93	1418892,6	837465,3
C1436	¡frica	South Sudan	Frutas	Offline	Alta	44460	998791825	44473	1280	81,73	6,92	38999,4	28925,6
C1437	Europa	Latvia	Dom√©stic	Offline	Alta	44786	998791825	44791	8240	152,58	502,54	584736,25	439722,5
C1438	Centroam√©rica y Carib	Saint Lucia	C√°rnico	Online	Cr√≠tic	44577	998791825	44615	2408	154,06	364,69	1088476,2	940900,2
C1439	¡frica	Mali	Snacks	Online	Media	44509	998791825	44509	8163	437,2	97,44	1466904,12	936788,16
C144	Australia y Ocean√≠	Vanuatu	Ropa	Offline	Baja	43982	214845216	43997	5854	109,28	35,84	639725,12	209807,36
C1440	Europa	Portugal	Verduras	Online	Cr√≠tic	44361	998791825	44411	1917	154,06	90,93	666001,38	393090,39
C1441	Asia	Malaysia	Snacks	Online	Alta	44578	998791825	44604	7113	109,28	97,44	929212,2	593409,6
C1442	Europa	Spain	Alimento infantil	Offline	Cr√≠tic	44711	998791825	44747	9223	437,2	159,42	1614135,44	1008012,66
C1443	Europa	Slovenia	C√°rnico	Offline	Alta	43934	998791825	43959	753	154,06	364,69	1462692,63	1264380,23
C1444	¡frica	Jordan	Ropa	Offline	Baja	44702	998791825	44752	6239	255,28	35,84	873584,32	286504,96
C1445	Centroam√©rica y Carib	Honduras	Verduras	Offline	Baja	43872	998791825	43878	7248	668,27	90,93	1141584,6	673791,3
C1446	¡frica	Lebanon	C√°rnico	Online	Baja	44714	998791825	44717	7379	47,45	364,69	527362,5	455862,5
C1447	¡frica	Tunisia 	Cuidado personal	Online	Alta	43857	998791825	43896	7261	437,2	56,67	497163,59	344723,61
C1448	Europa	Romania	Snacks	Offline	Media	44343	998791825	44366	9557	109,28	97,44	77052,9	49207,2
C1449	Europa	Netherlands	Verduras	Online	Baja	44660	998791825	44665	3958	47,45	90,93	22954,94	13548,57
C145	¡frica	Ethiopia	Frutas	Online	Baja	44249	215668332	44249	5851	9,33	6,92	54589,83	40488,92
C1450	¡frica	Azerbaijan	Cosm√©tico	Online	Cr√≠tic	44489	998791825	44537	2187	47,45	263,33	1169072,8	704144,42
C1451	Europa	Slovenia	Verduras	Online	Cr√≠tic	44180	998791825	44230	3001	152,58	90,93	427208,38	252148,89
C1452	¡frica	Chad	Ropa	Online	Cr√≠tic	44228	998791825	44255	7184	109,28	35,84	783428,32	256936,96
C1453	Australia y Ocean√≠	Nauru	Cosm√©tico	Offline	Media	44754	998791825	44784	2555	81,73	263,33	4205426,8	2532971,27
C1454	¡frica	Kenya	Verduras	Online	Media	43938	998791825	43964	8961	154,06	90,93	909878,36	537032,58
C1455	Centroam√©rica y Carib	Jamaica	Alimento infantil	Offline	Media	44804	998791825	44820	3283	81,73	159,42	2259228	1410867
C1456	Europa	Bosnia and Herzegovina	Dom√©stic	Online	Baja	44260	998791825	44279	4433	154,06	502,54	2204622,73	1657879,46
C1457	Centroam√©rica y Carib	Antigua and Barbuda 	Bebida	Offline	Baja	44058	998791825	44098	8351	255,28	31,79	53713,4	35986,28
C1458	Europa	Romania	Cosm√©tico	Offline	Baja	44007	998791825	44054	3013	154,06	263,33	2737309,2	1648709,13
C1459	Asia	Kazakhstan	Ropa	Online	Media	44589	998791825	44635	3422	668,27	35,84	1052038,56	345031,68
C146	¡frica	Niger	Frutas	Online	Cr√≠tic	44755	216311633	44764	996	9,33	6,92	9292,68	6892,32
C1460	¡frica	Burkina Faso	Bebida	Online	Media	44342	998791825	44349	6615	668,27	31,79	199574,7	133708,74
C1461	Centroam√©rica y Carib	Saint Lucia	Bebida	Offline	Cr√≠tic	44560	998791825	44601	6660	154,06	31,79	47,45	31,79
C1462	Centroam√©rica y Carib	Jamaica	Snacks	Offline	Baja	44599	998791825	44616	9655	9,33	97,44	1380696,42	881734,56
C1463	¡frica	Bahrain	Ropa	Online	Alta	44480	998791825	44526	8729	154,06	35,84	45569,76	14945,28
C1464	¡frica	Pakistan	Cuidado personal	Online	Media	44375	998791825	44375	9045	47,45	56,67	425241,19	294854,01
C1465	Centroam√©rica y Carib	Saint Lucia	Verduras	Offline	Baja	44076	998791825	44118	2794	152,58	90,93	237098,34	139941,27
C1466	¡frica	Angola	Cuidado personal	Online	Cr√≠tic	44571	998791825	44617	4200	437,2	56,67	783300,32	543125,28
C1467	Europa	Kosovo	Verduras	Online	Cr√≠tic	44380	998791825	44404	4517	109,28	90,93	1006165,86	593863,83
C1468	Europa	Georgia	Alimento infantil	Online	Media	44261	998791825	44265	7033	154,06	159,42	409469,12	255709,68
C1469	Australia y Ocean√≠	Nauru	Verduras	Online	Alta	44596	998791825	44596	2065	668,27	90,93	162841,42	96113,01
C147	¡frica	Central African Republic	Cuidado personal	Offline	Alta	44021	218533360	44025	8480	81,73	56,67	693070,4	480561,6
C1470	Australia y Ocean√≠	Solomon Islands	Dom√©stic	Offline	Alta	44869	998791825	44909	1960	651,21	502,54	2123762,06	1597072,12
C1471	Asia	Thailand	Dom√©stic	Online	Alta	44190	998791825	44230	6099	205,7	502,54	2193262,14	1649336,28
C1472	Europa	Russia	Verduras	Online	Media	43903	998791825	43932	5893	9,33	90,93	1343249,14	792818,67
C1473	Australia y Ocean√≠	Samoa 	Frutas	Offline	Baja	43933	998791825	43957	9785	205,7	6,92	36097,77	26773,48
C1474	Australia y Ocean√≠	Vanuatu	Verduras	Offline	Cr√≠tic	44352	998791825	44360	8248	9,33	90,93	792330,58	467652,99
C1475	¡frica	Lesotho	Bebida	Offline	Media	44857	998791825	44907	8787	668,27	31,79	283893,35	190199,57
C1476	Australia y Ocean√≠	Solomon Islands	Snacks	Online	Cr√≠tic	44247	998791825	44277	937	109,28	97,44	284256,54	181530,72
C1477	Asia	Taiwan	Cosm√©tico	Online	Baja	44078	998791825	44099	1268	154,06	263,33	2311476,4	1392225,71
C1478	Asia	Singapore	Ropa	Offline	Media	43966	998791825	43973	8376	109,28	35,84	86659,04	28421,12
C1479	¡frica	Ghana	Verduras	Offline	Media	44194	998791825	44204	7893	81,73	90,93	1532280,76	904389,78
C148	¡frica	Cape Verde	Snacks	Offline	Cr√≠tic	43848	218651807	43859	7527	152,58	97,44	1148469,66	733430,88
C1480	Europa	Belarus	Dom√©stic	Online	Media	44150	998791825	44166	7478	255,28	502,54	4241509,69	3189621,38
C1481	¡frica	Lesotho	Material de oficina	Online	Baja	43889	998791825	43939	1825	81,73	524,96	406355,04	327575,04
C1482	¡frica	Democratic Republic of the Congo	Cereales	Online	Media	44657	998791825	44703	7657	437,2	117,11	1118802,3	636961,29
C1483	Europa	San Marino	Frutas	Offline	Alta	44193	998791825	44225	8730	9,33	6,92	4515,72	3349,28
C1484	¡frica	Mauritius 	Cereales	Offline	Alta	44560	998791825	44607	828	651,21	117,11	1539253,1	876334,13
C1485	Europa	Kosovo	Frutas	Online	Baja	44311	998791825	44327	6770	205,7	6,92	48432,03	35921,72
C1486	¡frica	Tunisia 	Dom√©stic	Online	Media	44238	998791825	44270	1404	152,58	502,54	2936378,38	2208160,76
C1487	Europa	Czech Republic	Ropa	Online	Cr√≠tic	44754	998791825	44775	6610	668,27	35,84	317895,52	104258,56
C1488	Australia y Ocean√≠	Federated States of Micronesia	Verduras	Online	Media	44333	998791825	44360	6299	205,7	90,93	90125,1	53194,05
C1489	Europa	Estonia	Ropa	Offline	Baja	44204	998791825	44234	1414	205,7	35,84	470122,56	154183,68
C149	Norteam√©ric	United States of America	Cuidado personal	Offline	Cr√≠tic	44618	218665540	44663	4393	81,73	56,67	359039,89	248951,31
C1490	Asia	Nepal	Cuidado personal	Online	Alta	44701	998791825	44723	4928	152,58	56,67	242819,83	168366,57
C1491	¡frica	Democratic Republic of the Congo	Alimento infantil	Offline	Baja	44737	998791825	44773	6846	437,2	159,42	646879,52	403970,28
C1492	Asia	Singapore	Cuidado personal	Offline	Cr√≠tic	44417	998791825	44433	9205	9,33	56,67	78869,45	54686,55
C1493	Asia	India	Cosm√©tico	Online	Media	44513	998791825	44561	1071	668,27	263,33	1429206,8	860825,77
C1494	¡frica	Angola	Frutas	Offline	Cr√≠tic	43859	998791825	43884	3543	651,21	6,92	60477,06	44855,44
C1495	Asia	Kyrgyzstan	Material de oficina	Offline	Alta	44043	998791825	44077	4751	255,28	524,96	3041801,91	2452088,16
C1496	¡frica	Burundi	Cereales	Offline	Baja	44713	998791825	44735	4857	205,7	117,11	809429,5	460827,85
C1497	¡frica	South Africa	Snacks	Offline	Alta	44097	998791825	44124	1052	9,33	97,44	1129702,32	721445,76
C1498	Europa	Georgia	Dom√©stic	Online	Media	44747	998791825	44795	2560	152,58	502,54	159716,53	120107,06
C1499	¡frica	The Gambia	Cereales	Offline	Cr√≠tic	44662	998791825	44685	5637	9,33	117,11	953008,1	542570,63
C15	¡frica	Azerbaijan	Frutas	Offline	Cr√≠tic	44489	115460574	44517	2888	9,33	6,92	26945,04	19984,96
C150	¡frica	Sudan	Frutas	Offline	Cr√≠tic	44772	219083964	44805	7363	9,33	6,92	68696,79	50951,96
C1500	Asia	Nepal	Cereales	Online	Baja	44079	998791825	44081	8568	47,45	117,11	989005,6	563064,88
C1501	Europa	Albania	Snacks	Online	Cr√≠tic	43901	998791825	43928	6670	152,58	97,44	308364,18	196926,24
C1502	Centroam√©rica y Carib	Dominica	Cosm√©tico	Online	Baja	44133	998791825	44183	7293	154,06	263,33	4177883,2	2516381,48
C1503	¡frica	Oman	Frutas	Offline	Baja	44409	998791825	44419	4816	154,06	6,92	72139,56	53505,44
C1504	¡frica	Ethiopia	Dom√©stic	Online	Media	44506	998791825	44521	5651	47,45	502,54	5944929,92	4470595,84
C1505	Centroam√©rica y Carib	Saint Kitts and Nevis 	Material de oficina	Online	Baja	44871	998791825	44876	3239	152,58	524,96	1582440,3	1275652,8
C1506	¡frica	The Gambia	Alimento infantil	Offline	Cr√≠tic	44010	998791825	44047	3054	205,7	159,42	2487448,32	1553388,48
C1507	¡frica	Rwanda	Cereales	Offline	Media	44230	998791825	44235	7601	9,33	117,11	1908896	1086780,8
C1508	Asia	Japan	Frutas	Online	Media	44852	998791825	44869	1417	9,33	6,92	14116,29	10469,96
C1509	Europa	Ireland	Snacks	Offline	Baja	44822	998791825	44840	6069	154,06	97,44	602080,68	384498,24
C151	¡frica	Republic of the Congo	Material de oficina	Offline	Cr√≠tic	44463	221146476	44505	1755	651,21	524,96	1142873,55	921304,8
C1510	Europa	Andorra	Frutas	Offline	Alta	44278	998791825	44296	5155	154,06	6,92	57062,28	42322,72
C1511	Asia	Kazakhstan	Bebida	Online	Alta	44026	998791825	44040	9305	651,21	31,79	217842,95	145947,89
C1512	Europa	Italy	Snacks	Offline	Cr√≠tic	43974	998791825	43991	1181	437,2	97,44	1215910,02	776499,36
C1513	¡frica	Tanzania	Verduras	Online	Baja	44700	998791825	44726	474	668,27	90,93	289632,8	170948,4
C1514	Centroam√©rica y Carib	Antigua and Barbuda 	Verduras	Offline	Media	44840	998791825	44841	8909	9,33	90,93	613929,1	362356,05
C1515	¡frica	Qatar	Bebida	Offline	Alta	44744	998791825	44791	5240	47,45	31,79	425958,65	285378,83
C1516	¡frica	Jordan	Snacks	Offline	Cr√≠tic	43864	998791825	43887	253	152,58	97,44	545931,24	348640,32
C1517	Centroam√©rica y Carib	El Salvador	Cereales	Online	Cr√≠tic	44407	998791825	44441	1766	47,45	117,11	317806,5	180934,95
C1518	Australia y Ocean√≠	Tonga	Frutas	Online	Baja	44555	998791825	44600	9628	205,7	6,92	80825,79	59947,96
C1519	¡frica	Madagascar	Frutas	Online	Media	44199	998791825	44207	718	255,28	6,92	72298,17	53623,08
C152	Australia y Ocean√≠	Federated States of Micronesia	Frutas	Online	Cr√≠tic	43992	227076518	43992	4917	9,33	6,92	45875,61	34025,64
C1520	¡frica	Seychelles 	Verduras	Online	Media	44422	998791825	44464	3947	668,27	90,93	562781,18	332167,29
C1521	¡frica	Swaziland	Verduras	Offline	Alta	43845	998791825	43846	5258	651,21	90,93	1271611,24	750536,22
C1522	Australia y Ocean√≠	Tonga	Material de oficina	Online	Alta	44367	998791825	44371	2625	205,7	524,96	3557560,23	2867856,48
C1523	¡frica	Azerbaijan	Cosm√©tico	Offline	Baja	44379	998791825	44387	1052	47,45	263,33	2720258,4	1638439,26
C1524	¡frica	Madagascar	Dom√©stic	Offline	Media	44508	998791825	44540	7575	668,27	502,54	2342954,62	1761905,24
C1525	¡frica	Iran	Frutas	Offline	Baja	43961	998791825	43997	6263	154,06	6,92	68276,94	50640,56
C1526	Australia y Ocean√≠	New Zealand	Bebida	Offline	Media	44180	998791825	44220	3212	651,21	31,79	460075,2	308235,84
C1527	¡frica	Democratic Republic of the Congo	Snacks	Offline	Alta	44144	998791825	44147	1554	47,45	97,44	1481094,06	945850,08
C1528	Europa	Lithuania	Bebida	Online	Alta	44023	998791825	44024	6450	205,7	31,79	400857,6	268561,92
C1529	¡frica	Seychelles 	Cereales	Offline	Media	44655	998791825	44700	91	47,45	117,11	833290,7	474412,61
C153	¡frica	South Sudan	Frutas	Offline	Baja	44326	227903926	44354	1229	9,33	6,92	11466,57	8504,68
C1530	Europa	Croatia	Alimento infantil	Online	Cr√≠tic	43895	998791825	43902	6702	154,06	159,42	1704249,28	1064287,92
C1531	¡frica	Swaziland	Dom√©stic	Offline	Cr√≠tic	44439	998791825	44441	7538	437,2	502,54	2349637,32	1766930,64
C1532	Asia	Singapore	Material de oficina	Online	Media	43913	998791825	43920	5884	9,33	524,96	2470690,74	1991698,24
C1533	Europa	Germany	Cereales	Offline	Baja	44787	998791825	44823	2058	154,06	117,11	774460,5	440919,15
C1534	Europa	Norway	Bebida	Offline	Baja	44458	998791825	44474	8408	255,28	31,79	81376,75	54519,85
C1535	Asia	Malaysia	Dom√©stic	Online	Cr√≠tic	44122	998791825	44135	4315	152,58	502,54	1980084,01	1489026,02
C1536	Europa	Austria	Verduras	Online	Media	44081	998791825	44089	1189	154,06	90,93	747961,3	441465,15
C1537	Asia	Malaysia	Material de oficina	Online	Cr√≠tic	44259	998791825	44277	7473	152,58	524,96	1153944,12	930229,12
C1538	¡frica	Lesotho	Bebida	Online	Media	44728	998791825	44751	3641	109,28	31,79	5978,7	4005,54
C1539	¡frica	Benin	Cereales	Online	Media	44141	998791825	44185	7198	437,2	117,11	690946,3	393372,49
C154	¡frica	Cape Verde	Frutas	Online	Media	44496	228987109	44500	7102	9,33	6,92	66261,66	49145,84
C1540	Europa	Greece	Bebida	Online	Alta	44429	998791825	44440	7678	421,89	31,79	329492,8	220749,76
C1541	Europa	Lithuania	Verduras	Online	Media	44017	998791825	44065	1651	668,27	90,93	521647,16	307888,98
C1542	¡frica	Comoros	Cosm√©tico	Online	Media	44607	998791825	44644	7715	668,27	263,33	3157021,2	1901505,93
C1543	Asia	Myanmar	Frutas	Offline	Cr√≠tic	44396	998791825	44396	1499	421,89	6,92	158,61	117,64
C1544	¡frica	Ethiopia	Verduras	Online	Baja	44858	998791825	44883	664	255,28	90,93	827764,38	488566,89
C1545	¡frica	Guinea	Alimento infantil	Offline	Media	43962	998791825	43996	9904	47,45	159,42	1000187,04	624607,56
C1546	Centroam√©rica y Carib	Saint Lucia	Snacks	Online	Cr√≠tic	43997	998791825	44011	5941	205,7	97,44	1268397,54	810018,72
C1547	¡frica	Eritrea	Verduras	Offline	Alta	44790	998791825	44833	2531	47,45	90,93	1271149,06	750263,43
C1548	¡frica	Niger	Snacks	Offline	Baja	44228	998791825	44234	5460	205,7	97,44	832323,9	531535,2
C1549	Centroam√©rica y Carib	Barbados	Ropa	Offline	Cr√≠tic	43997	998791825	44031	7544	255,28	35,84	948550,4	311091,2
C155	Australia y Ocean√≠	Palau	Dom√©stic	Offline	Alta	44196	229204690	44245	5979	668,27	502,54	3995586,33	3004686,66
C1550	Australia y Ocean√≠	Tonga	Cosm√©tico	Online	Media	43843	998791825	43857	3633	437,2	263,33	3809323,6	2294394,29
C1551	Asia	Indonesia	C√°rnico	Offline	Media	44181	998791825	44208	5607	668,27	364,69	1422191,19	1229369,99
C1552	Asia	Indonesia	Dom√©stic	Online	Baja	44527	998791825	44541	7376	255,28	502,54	1672011,54	1257355,08
C1553	¡frica	Lebanon	Dom√©stic	Offline	Baja	44024	998791825	44029	9884	205,7	502,54	1995454,22	1500584,44
C1554	¡frica	Afghanistan	C√°rnico	Offline	Alta	44049	998791825	44093	6103	205,7	364,69	1575759,15	1362117,15
C1555	Europa	Hungary	Alimento infantil	Offline	Media	44559	998791825	44571	6039	255,28	159,42	176398,48	110159,22
C1556	¡frica	Gabon	Bebida	Offline	Media	44615	998791825	44620	1727	152,58	31,79	86691,15	58080,33
C1557	Asia	Mongolia	Cereales	Online	Cr√≠tic	43946	998791825	43951	2236	9,33	117,11	442049,3	251669,39
C1558	Norteam√©ric	Canada	Bebida	Offline	Media	44516	998791825	44527	8663	437,2	31,79	412435,4	276318,68
C1559	¡frica	Afghanistan	Cereales	Offline	Cr√≠tic	44783	998791825	44788	9139	437,2	117,11	1136081,1	646798,53
C156	¡frica	Bahrain	Material de oficina	Offline	Baja	44315	229457461	44359	3333	651,21	524,96	2170482,93	1749691,68
C1560	Europa	Liechtenstein	Alimento infantil	Online	Alta	44393	998791825	44431	3824	47,45	159,42	2231913,04	1393809,06
C1561	Centroam√©rica y Carib	Honduras	Cosm√©tico	Offline	Baja	44708	998791825	44752	9912	152,58	263,33	646618,8	389465,07
C1562	Norteam√©ric	Mexico	Dom√©stic	Online	Cr√≠tic	44103	998791825	44127	6626	81,73	502,54	5943593,38	4469590,76
C1563	¡frica	Liberia	Alimento infantil	Offline	Baja	44754	998791825	44769	220	9,33	159,42	811790,4	506955,6
C1564	Europa	Ireland	Cereales	Online	Baja	44808	998791825	44828	8981	651,21	117,11	1760997,7	1002578,71
C1565	¡frica	Morocco	Cereales	Online	Cr√≠tic	44124	998791825	44151	8226	205,7	117,11	1294058,7	736739,01
C1566	Centroam√©rica y Carib	Dominica	Alimento infantil	Online	Cr√≠tic	44799	998791825	44839	5304	421,89	159,42	2464983,68	1539359,52
C1567	¡frica	Cameroon	Snacks	Online	Alta	44374	998791825	44423	4594	668,27	97,44	1369405,5	874524
C1568	Asia	Nepal	Frutas	Online	Cr√≠tic	44717	998791825	44726	2509	81,73	6,92	61531,35	45637,4
C1569	Europa	Albania	Cosm√©tico	Online	Baja	44185	998791825	44198	2489	205,7	263,33	828931,2	499273,68
C157	¡frica	Algeria	Material de oficina	Offline	Media	44320	229708516	44330	1670	651,21	524,96	1087520,7	876683,2
C1570	Asia	Maldives	Cosm√©tico	Online	Media	44418	998791825	44434	10	437,2	263,33	2749988	1656345,7
C1571	¡frica	Turkey	Bebida	Online	Cr√≠tic	44590	998791825	44604	7575	651,21	31,79	389991,55	261282,01
C1572	Australia y Ocean√≠	New Zealand	Snacks	Online	Media	44022	998791825	44035	9721	81,73	97,44	1244442,48	794720,64
C1573	¡frica	Lebanon	Cuidado personal	Offline	Alta	44793	998791825	44802	8015	437,2	56,67	294800,11	204408,69
C1574	Europa	Luxembourg	Frutas	Offline	Alta	43908	998791825	43920	6056	152,58	6,92	38318,31	28420,44
C1575	¡frica	Togo	Material de oficina	Offline	Baja	44260	998791825	44279	4474	47,45	524,96	4053782,25	3267876
C1576	Europa	Hungary	Cereales	Offline	Baja	44715	998791825	44755	5930	109,28	117,11	1760380,6	1002227,38
C1577	Europa	Lithuania	C√°rnico	Offline	Alta	44806	998791825	44830	115	81,73	364,69	2841851,04	2456551,84
C1578	Asia	Bangladesh	Dom√©stic	Offline	Media	44213	998791825	44248	8755	109,28	502,54	5627501,67	4231889,34
C1579	Asia	China	Cuidado personal	Online	Baja	44330	998791825	44351	604	9,33	56,67	678849,38	470701,02
C158	¡frica	Botswana	Cuidado personal	Online	Cr√≠tic	44872	231475770	44905	5525	81,73	56,67	451558,25	313101,75
C1580	¡frica	Equatorial Guinea	Cereales	Offline	Cr√≠tic	44608	998791825	44656	6447	437,2	117,11	640138,4	364446,32
C1581	Europa	Belgium	Cosm√©tico	Offline	Baja	44125	998791825	44140	4103	651,21	263,33	2884208,4	1737188,01
C1582	¡frica	Turkey	Material de oficina	Offline	Media	44192	998791825	44234	3420	255,28	524,96	2959749,45	2385943,2
C1583	Asia	Indonesia	Cuidado personal	Offline	Baja	44702	998791825	44730	5530	668,27	56,67	798829,02	553892,58
C1584	Europa	Russia	Cosm√©tico	Online	Media	44649	998791825	44692	994	205,7	263,33	3118110,4	1878069,56
C1585	Europa	Armenia	Snacks	Offline	Cr√≠tic	44742	998791825	44783	6845	255,28	97,44	1297082,58	828337,44
C1586	Centroam√©rica y Carib	Belize	Bebida	Offline	Baja	44792	998791825	44833	9806	255,28	31,79	369588,05	247612,31
C1587	Europa	Finland	Ropa	Online	Alta	44234	998791825	44283	3633	651,21	35,84	649232,48	212925,44
C1588	Australia y Ocean√≠	Samoa 	Cuidado personal	Offline	Cr√≠tic	44739	998791825	44774	4110	152,58	56,67	484658,9	336053,1
C1589	¡frica	The Gambia	Ropa	Online	Cr√≠tic	44470	998791825	44478	4056	421,89	35,84	848012,8	278118,4
C159	¡frica	Seychelles 	Dom√©stic	Offline	Media	44166	232628905	44199	6466	668,27	502,54	4321033,82	3249423,64
C1590	Europa	Greece	Frutas	Offline	Baja	44869	998791825	44909	8319	109,28	6,92	32356,44	23998,56
C1591	Europa	Finland	Cosm√©tico	Offline	Media	43872	998791825	43912	8779	668,27	263,33	927301,2	558522,93
C1592	Centroam√©rica y Carib	Trinidad and Tobago	Material de oficina	Offline	Media	44780	998791825	44811	9347	421,89	524,96	3137529,78	2529257,28
C1593	Asia	Vietnam	Alimento infantil	Offline	Baja	44255	998791825	44280	966	205,7	159,42	2473407,92	1544620,38
C1594	Asia	Indonesia	Dom√©stic	Online	Alta	44327	998791825	44374	6609	81,73	502,54	4607053,38	3464510,76
C1595	Europa	Norway	Cereales	Offline	Media	44563	998791825	44572	6281	109,28	117,11	745868,2	424640,86
C1596	¡frica	Zimbabwe	Alimento infantil	Online	Cr√≠tic	44674	998791825	44713	2018	154,06	159,42	2325345,52	1452156,78
C1597	¡frica	Namibia	Alimento infantil	Online	Alta	44000	998791825	44050	2888	205,7	159,42	2450177,44	1530113,16
C1598	Australia y Ocean√≠	Tonga	Material de oficina	Online	Media	44112	998791825	44132	9989	109,28	524,96	2199787,38	1773314,88
C1599	Asia	Malaysia	Snacks	Offline	Alta	44120	998791825	44136	1451	109,28	97,44	880081,44	562033,92
C16	¡frica	Mozambique	Cuidado personal	Offline	Cr√≠tic	44490	115831792	44518	9989	81,73	56,67	816400,97	566076,63
C160	¡frica	The Gambia	Material de oficina	Online	Alta	44720	232631909	44767	8091	651,21	524,96	5268940,11	4247451,36
C1600	¡frica	Egypt	C√°rnico	Offline	Cr√≠tic	44324	998791825	44340	7436	81,73	364,69	1736077,35	1500699,35
C1601	¡frica	Saudi Arabia	Ropa	Offline	Media	44650	998791825	44690	5135	668,27	35,84	306093,28	100387,84
